SECID,BOARDID,BID,OFFER,SPREAD,OPEN,HIGH,LOW,LAST,QUANTITY,LASTCHANGE,SETTLEPRICE,SETTLETOPREVSETTLE,OPENPOSITION,NUMTRADES,VOLTODAY,VALTODAY,VALTODAY_USD,UPDATETIME,LASTCHANGEPRCNT,BIDDEPTH,BIDDEPTHT,NUMBIDS,OFFERDEPTH,OFFERDEPTHT,NUMOFFERS,TIME,SETTLETOPREVSETTLEPRC,SEQNUM,SYSTIME,TRADEDATE,LASTTOPREVPRICE,OICHANGE,OPENPERIODPRICE,SWAPRATE,TRADE_SESSION_DATE,LAST_RUB
PSU6,RFUD,962,963,1,994,994,956,963,5,-1,963,-39,216012,2359,45949,44712530,542798,17:50:20,-0.1,,,,,,,17:50:14,-4.05,20260813180522,2026-08-13 18:05:22,2026-08-13,-3.12,-744,0.00000,0.00000,2026-08-13,963
PSZ6,RFUD,984,987,3,1015,1015,981,987,5,2,987,-37,17580,296,2654,2641528,32067,17:50:20,0.2,,,,,,,17:50:14,-3.75,20260813180522,2026-08-13 18:05:22,2026-08-13,-3.33,490,0.00000,0.00000,2026-08-13,987
PTH7,RFUD,1831,1838.6,7.6,1795.9,1849.9,1753.2,1822.6,1,2.6,1830.9,-45.6,288,34,34,5134047,62326,17:50:13,0.14,,,,,,,11:20:22,-2.49,20260813180522,2026-08-13 18:05:22,2026-08-13,-2.79,12,0.00000,0.00000,2026-08-13,151272
PTM7,RFUD,1851.4,1861,9.6,1773.1,1868.4,1773.1,1850.2,1,-18.2,1851.4,-52.5,92,3,3,455798,5533,17:50:11,-0.97,,,,,,,11:07:30,-2.84,20260813180522,2026-08-13 18:05:22,2026-08-13,-2.36,2,0.00000,0.00000,2026-08-13,153562
PTU6,RFUD,1750.9,1751.6,0.7,1777,1780.8,1624,1751.5,1,0.7,1750.3,-50.3,133604,7880,20533,2984737035,36233882,17:50:21,0.04,,,,,,,17:50:11,-2.87,20260813180522,2026-08-13 18:05:22,2026-08-13,-1.82,-5592,1777.00000,0.00000,2026-08-13,145370
PTZ6,RFUD,1798.1,1799.4,1.3,1824,1839.3,1712.4,1799.2,1,3.6,1798.6,-43.5,1188,451,473,70535778,856285,17:50:21,0.2,,,,,,,17:07:10,-2.42,20260813180522,2026-08-13 18:05:22,2026-08-13,-1.7,-100,0.00000,0.00000,2026-08-13,149329
PXU6,RFUD,11797,11806,9,12830,12830,11651,11798,1,-4,11779,-1181,141734,17470,62874,763851627,9272947,17:50:22,-0.03,,,,,,,17:50:16,-10.03,20260813180523,2026-08-13 18:05:23,2026-08-13,-7.91,4526,12830.00000,0.00000,2026-08-13,11798
PXZ6,RFUD,12201,12211,10,13175,13197,12059,12202,2,29,12176,-1222,14394,4437,11698,147707144,1793124,17:50:22,0.24,,,,,,,17:50:15,-10.04,20260813180523,2026-08-13 18:05:23,2026-08-13,-7.81,5826,0.00000,0.00000,2026-08-13,12202
QQQF,RFUD,732.4,732.8,0.4,724,733.2,723.8,732.9,1,-0.2,732.7,9.4,1240,21,163,9875481,119886,17:50:22,-0.03,,,,,,,17:48:53,1.28,20260813180523,2026-08-13 18:05:23,2026-08-13,1.3,-130,0.00000,-32.14086,2026-08-13,60829
R2U6,RFUD,303.5,304.2,0.7,303.7,304.8,303.7,304.8,2,0.7,304.2,2.9,1396,3,5,126281,1533,17:46:38,0.23,,,,,,,17:10:24,0.95,20260813180138,2026-08-13 18:01:38,2026-08-13,0.59,-2,0.00000,0.00000,2026-08-13,25298
R2Z6,RFUD,304.2,305.4,1.2,304.9,305,304.9,305,2,0.1,305,2.4,80,2,3,75935,922,17:47:46,0.03,,,,,,,16:39:12,0.79,20260813180248,2026-08-13 18:02:48,2026-08-13,0.23,0,0.00000,0.00000,2026-08-13,25314
RAU6,RFUD,1208,1209,1,1260,1271,1172,1208,1,6,1208,-66,29006,1007,14463,17495282,212388,17:50:22,0.5,,,,,,,17:49:58,-5.46,20260813180523,2026-08-13 18:05:23,2026-08-13,-5.03,4352,0.00000,0.00000,2026-08-13,1208
RAZ6,RFUD,1236,1241,5,1284,1290,1223,1234,2,-6,1234,-60,5354,64,1622,2028812,24629,17:50:17,-0.48,,,,,,,17:35:50,-4.86,20260813180519,2026-08-13 18:05:19,2026-08-13,-5.08,1400,0.00000,0.00000,2026-08-13,1234
RBH7,RFUD,11590,11594,4,11676,11676,11590,11590,1,-5,11591,-99,61260,128,317,3686159,44749,17:50:22,-0.04,,,,,,,17:50:10,-0.85,20260813180523,2026-08-13 18:05:23,2026-08-13,-0.97,268,0.00000,0.00000,2026-08-13,11590
RBM7,RFUD,11630,11639,9,11697,11697,11640,11640,10,-19,11639,-103,7580,14,218,2538521,30817,17:50:19,-0.16,,,,,,,17:48:54,-0.88,20260813180521,2026-08-13 18:05:21,2026-08-13,-0.97,432,0.00000,0.00000,2026-08-13,11640
RBU6,RFUD,11482,11483,1,11570,11576,11481,11483,1,1,11484,-91,859316,7537,66609,767504033,9317287,17:50:22,0.01,,,,,,,17:50:22,-0.79,20260813180523,2026-08-13 18:05:23,2026-08-13,-0.73,-12844,0.00000,0.00000,2026-08-13,11483
RBZ6,RFUD,11549,11550,1,11644,11650,11548,11550,1,-5,11550,-104,129058,1970,6681,77393429,939535,17:50:22,-0.04,,,,,,,17:50:22,-0.9,20260813180523,2026-08-13 18:05:23,2026-08-13,-0.73,2418,0.00000,0.00000,2026-08-13,11550
RDU6,RFUD,7701,7724,23,8027,8044,7630,7698,1,4,7700,-338,6972,90,321,2507883,30445,17:50:21,0.05,,,,,,,17:30:35,-4.39,20260813180522,2026-08-13 18:05:22,2026-08-13,-4.22,94,0.00000,0.00000,2026-08-13,7698
RDZ6,RFUD,7966,7989,23,8122,8184,7900,7900,1,-20,7963,-326,1622,16,32,259825,3154,17:50:21,-0.25,,,,,,,16:38:49,-4.09,20260813180522,2026-08-13 18:05:22,2026-08-13,-4.69,48,0.00000,0.00000,2026-08-13,7900
RFH7,RFUD,4.7701,4.7845,0.0144,0,0,0,0,0,0,4.7845,0,0,0,0,0,0,07:09:35,0,,,,,,,07:09:35,0,20260813072439,2026-08-13 07:24:39,,,0,0.00000,0.00000,2026-08-13,0
RFM7,RFUD,4.9313,4.9429,0.0116,0,0,0,0,0,0,4.9412,0,2030,0,0,0,0,07:09:41,0,,,,,,,07:09:41,0,20260813072441,2026-08-13 07:24:41,,,0,0.00000,0.00000,2026-08-13,0
RFU6,RFUD,4.4673,4.4738,0.0065,0,0,0,0,0,0,4.4735,0,56,0,0,0,0,16:38:54,0,,,,,,,16:38:54,0,20260813165355,2026-08-13 16:53:55,,,0,0.00000,0.00000,2026-08-13,0
RFZ6,RFUD,4.6178,4.6286,0.0108,0,0,0,0,0,0,4.6286,0,8,0,0,0,0,16:38:54,0,,,,,,,16:38:54,0,20260813165355,2026-08-13 16:53:55,,,0,0.00000,0.00000,2026-08-13,0
RGBIF,RFUD,114.41,114.42,0.01,115.38,115.58,114.41,114.41,1,-0.01,114.42,-0.86,246560,2190,18963,218006930,2646544,17:50:16,-0.01,,,,,,,17:49:58,-0.75,20260813180518,2026-08-13 18:05:18,2026-08-13,-0.72,2138,0.00000,0.02676,2026-08-13,11441
RIH7,RFUD,84860,85190,330,88170,88180,84840,84970,1,130,84970,-2640,542,25,25,3574562,43394,17:50:14,0.15,,,,,,,17:22:53,-3.11,20260813180515,2026-08-13 18:05:15,2026-08-13,-3,0,0.00000,0.00000,2026-08-13,141046
RIM7,RFUD,85750,86090,340,89680,89700,85970,85970,1,-140,85970,-2880,84,33,36,5262004,63879,17:48:45,-0.16,,,,,,,16:39:45,-3.35,20260813180507,2026-08-13 18:05:07,2026-08-13,0,2,89680.00000,0.00000,2026-08-13,142706
RIU6,RFUD,84460,84470,10,87650,87650,84230,84450,1,-20,84410,-3400,87514,40464,84418,11983814473,145480193,17:50:21,-0.02,,,,,,,17:50:16,-4.03,20260813180522,2026-08-13 18:05:22,2026-08-13,-3.66,13864,0.00000,0.00000,2026-08-13,140183
RIZ6,RFUD,84680,84760,80,87050,87050,84330,84640,2,10,84640,-2810,7382,1145,2038,288083440,3497253,17:50:22,0.01,,,,,,,17:47:02,-3.32,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.01,-1168,0.00000,0.00000,2026-08-13,140499
RLU6,RFUD,2726,2729,3,2793,2793,2718,2727,100,-2,2727,-85,146722,4745,36932,101797565,1235794,17:50:22,-0.07,,,,,,,17:49:05,-3.12,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.36,-6982,0.00000,0.00000,2026-08-13,2727
RLZ6,RFUD,2805,2809,4,2864,2868,2798,2801,1,1,2804,-89,10682,353,1521,4314668,52379,17:50:22,0.04,,,,,,,17:46:03,-3.17,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.57,258,0.00000,0.00000,2026-08-13,2801
RMU6,RFUD,844,845,1,876,876,842,844,1,-0.5,844.5,-33.5,17412,6980,26419,376477161,4570329,17:50:22,-0.06,,,,,,,17:50:21,-3.97,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.71,1996,0.00000,0.00000,2026-08-13,14010
RMZ6,RFUD,846,848,2,869.5,870,843.5,845,10,-0.5,845.5,-29,2394,476,1121,15867392,192626,17:50:18,-0.06,,,,,,,17:38:54,-3.43,20260813180520,2026-08-13 18:05:20,2026-08-13,-3.04,166,0.00000,0.00000,2026-08-13,14027
RNH7,RFUD,35201,35513,312,35982,36679,35280,35479,1,-33,35479,-821,510,43,62,2243164,27231,17:50:20,-0.09,,,,,,,17:16:11,-2.31,20260813180522,2026-08-13 18:05:22,2026-08-13,-2.26,10,0.00000,0.00000,2026-08-13,35479
RNM7,RFUD,36031,37098,1067,37300,37300,36500,36950,1,450,36950,-550,102,5,5,184700,2242,17:50:19,1.23,,,,,,,17:16:11,-1.49,20260813180522,2026-08-13 18:05:22,2026-08-13,-1.47,10,0.00000,0.00000,2026-08-13,36950
RNU6,RFUD,33773,33794,21,35054,35055,33479,33761,1,-3,33767,-1336,40026,7789,21892,746950650,9067774,17:50:22,-0.01,,,,,,,17:50:00,-3.96,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.69,-626,0.00000,0.00000,2026-08-13,33761
RNZ6,RFUD,34949,34971,22,36170,36223,34685,34973,1,-30,34963,-1313,2688,298,375,13201813,160266,17:50:22,-0.09,,,,,,,17:30:25,-3.76,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.37,86,0.00000,0.00000,2026-08-13,34973
RQU6,RFUD,4395,4406,11,4553,4590,4396,4400,1,-38,4400,-231,3174,42,287,1288079,15637,17:50:21,-0.86,,,,,,,17:15:04,-5.25,20260813180522,2026-08-13 18:05:22,2026-08-13,-4.58,-62,0.00000,0.00000,2026-08-13,4400
RQZ6,RFUD,4513,4542,29,4652,4652,4520,4553,2,33,4542,-200,362,3,4,18278,222,17:50:21,0.73,,,,,,,16:39:00,-4.4,20260813180522,2026-08-13 18:05:22,2026-08-13,-3.09,0,0.00000,0.00000,2026-08-13,4553
RRQ6,RFUD,0,0,0,0,0,0,0,0,0,86.28,0,0,0,0,0,0,02:02:24,0,,,,,,,02:02:24,0,20260813070502,2026-08-13 07:05:02,,,0,0.00000,0.00000,2026-08-13,0
RRU6,RFUD,0,0,0,0,0,0,0,0,0,86.28,0,0,0,0,0,0,02:02:24,0,,,,,,,02:02:24,0,20260813070502,2026-08-13 07:05:02,,,0,0.00000,0.00000,2026-08-13,0
RTU6,RFUD,4229,4234,5,4479,4484,4209,4231,1,-4,4231,-289,60052,2801,13508,58587028,711230,17:50:22,-0.09,,,,,,,17:48:06,-6.83,20260813180523,2026-08-13 18:05:23,2026-08-13,-5.89,-1578,0.00000,0.00000,2026-08-13,4231
RTZ6,RFUD,4373,4379,6,4544,4607,4356,4366,3,5,4373,-280,4596,191,1228,5557169,67462,17:50:17,0.11,,,,,,,17:23:57,-6.4,20260813180519,2026-08-13 18:05:19,2026-08-13,-5.7,1424,0.00000,0.00000,2026-08-13,4366
RUU6,RFUD,808,809,1,875,876,796,809,1,2,809,-72,92998,2158,82062,67887662,824137,17:50:22,0.25,,,,,,,17:49:46,-8.9,20260813180523,2026-08-13 18:05:23,2026-08-13,-7.44,-27976,0.00000,0.00000,2026-08-13,809
RUZ6,RFUD,825,827,2,892,892,814,825,1,1,825,-71,12330,204,2270,1875118,22763,17:49:53,0.12,,,,,,,17:46:38,-8.61,20260813180454,2026-08-13 18:04:54,2026-08-13,-6.88,1752,0.00000,0.00000,2026-08-13,825
S0U6,RFUD,559,561,2,564,596,557,559,1,-1,559,-14,100000,764,22887,13177400,159970,17:50:22,-0.18,,,,,,,17:47:17,-2.5,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.06,14622,0.00000,0.00000,2026-08-13,559
S0Z6,RFUD,577,580,3,582,615,575,578,3,-1,578,-16,6248,56,674,395012,4795,17:50:17,-0.17,,,,,,,17:35:27,-2.77,20260813180519,2026-08-13 18:05:19,2026-08-13,-1.87,294,0.00000,0.00000,2026-08-13,578
S1H7,RFUD,68.91,68.99,0.08,69.03,69.37,68.11,68.76,1,-0.03,68.9,-0.42,2932,225,315,1794599,21786,17:50:22,-0.04,,,,,,,17:44:16,-0.61,20260813180523,2026-08-13 18:05:23,2026-08-13,-0.46,168,0.00000,0.00000,2026-08-13,5707
S1M7,RFUD,70.43,70.57,0.14,70.28,70.85,69.49,70.19,1,0.07,70.38,-0.39,1194,30,37,215293,2614,17:50:11,0.1,,,,,,,17:14:40,-0.55,20260813180512,2026-08-13 18:05:12,2026-08-13,-0.65,4,0.00000,0.00000,2026-08-13,5826
S1U6,RFUD,65.47,65.5,0.03,65.75,66.15,64.63,65.5,2,0.03,65.49,-0.82,145476,15724,102238,554557687,6732177,17:50:22,0.05,,,,,,,17:50:14,-1.25,20260813180523,2026-08-13 18:05:23,2026-08-13,-0.38,-1570,65.75000,0.00000,2026-08-13,5436
S1Z6,RFUD,67.19,67.22,0.03,67.56,67.85,66.45,67.25,1,0.05,67.22,-0.83,21072,1150,3406,18947881,230022,17:50:22,0.07,,,,,,,17:48:11,-1.23,20260813180523,2026-08-13 18:05:23,2026-08-13,-0.36,1232,0.00000,0.00000,2026-08-13,5582
S2U6,RFUD,173.7,173.92,0.22,172.77,174.34,171.08,173.95,1,0.54,173.92,-0.19,22028,361,1644,28447732,345348,17:50:21,0.31,,,,,,,17:45:33,-0.11,20260813180522,2026-08-13 18:05:22,2026-08-13,0.58,114,0.00000,0.00000,2026-08-13,17395
S2Z6,RFUD,179.87,180.7,0.83,180.64,181.1,178.11,178.98,1,-1.38,179.86,-0.87,1360,53,78,1398720,16980,17:50:21,-0.77,,,,,,,17:28:05,-0.48,20260813180522,2026-08-13 18:05:22,2026-08-13,-0.57,18,0.00000,0.00000,2026-08-13,17898
S3Q6,RFUD,76.59,76.78,0.19,75.71,76.24,75.71,76.2,2,-0.04,76.6,0.58,2110,8,18,113629,1379,17:50:00,-0.05,,,,,,,15:53:20,0.76,20260813180501,2026-08-13 18:05:01,2026-08-13,0.42,4,0.00000,0.00000,2026-08-13,6324
S3U6,RFUD,77.13,77.71,0.58,77.17,77.27,77.17,77.27,1,0.1,77.27,0.55,1026,10,18,114850,1394,17:49:59,0.13,,,,,,,12:08:49,0.71,20260813180500,2026-08-13 18:05:00,2026-08-13,0.72,10,0.00000,0.00000,2026-08-13,6413
S3V6,RFUD,79.01,80.35,1.34,79.65,79.94,79.65,79.94,1,0,79.94,0.94,86,5,5,33119,402,17:49:20,0,,,,,,,12:07:04,1.18,20260813180453,2026-08-13 18:04:53,2026-08-13,1.19,10,0.00000,0.00000,2026-08-13,6635
SAH7,RFUD,34.77,34.85,0.08,34.27,34.8,33.89,34.8,1,0.1,34.8,-0.01,636,40,96,3344946,40607,17:50:11,0.29,,,,,,,17:47:07,-0.03,20260813180512,2026-08-13 18:05:12,2026-08-13,3.29,120,0.00000,0.00000,2026-08-13,35357
SAV6,RFUD,31.41,31.45,0.04,30.5,31.48,30.5,31.42,1,-0.02,31.42,0.15,5514,359,1044,33075626,401529,17:50:15,-0.06,,,,,,,17:47:07,0.48,20260813180516,2026-08-13 18:05:16,2026-08-13,2.48,122,0.00000,0.00000,2026-08-13,31923
SBERF,RFUD,279,279.07,0.07,284.95,284.95,278.34,279,5,0.02,279,-5.5,220346,5647,22025,619546098,7521118,17:50:22,0.01,,,,,,,17:50:05,-1.97,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.84,-122,284.95000,0.16080,2026-08-13,27900
SCU6,RFUD,1046,1047,1,1078,1078,1037,1047,22,1,1047,-33,1163038,4887,142312,150178789,1823129,17:50:20,0.1,,,,,,,17:48:54,-3.15,20260813180522,2026-08-13 18:05:22,2026-08-13,-2.88,50890,0.00000,0.00000,2026-08-13,1047
SCZ6,RFUD,1082,1084,2,1115,1115,1076,1080,24,2,1082,-34,195408,433,4080,4463123,54181,17:50:20,0.19,,,,,,,17:16:40,-3.14,20260813180522,2026-08-13 18:05:22,2026-08-13,-2.88,-750,0.00000,0.00000,2026-08-13,1080
SDU6,RFUD,38.47,39.68,1.21,38.64,39.82,38.19,39.69,12,0.15,38.47,0.65,2730,122,1457,4770547,57913,17:43:25,0.38,,,,,,,16:52:41,1.69,20260813175827,2026-08-13 17:58:27,2026-08-13,5.03,2368,38.64000,0.00000,2026-08-13,3294
SDZ6,RFUD,38.71,39.97,1.26,38.97,40.15,38.97,40.14,195,0.16,38.76,0.62,1538,84,754,2503811,30396,17:44:11,0.4,,,,,,,12:13:29,1.6,20260813175913,2026-08-13 17:59:13,2026-08-13,2.98,1422,0.00000,0.00000,2026-08-13,3332
SEU6,RFUD,1269,1272,3,1296,1313,1267,1267,2,-4,1269,-45,59752,350,6983,8973098,108931,17:50:21,-0.31,,,,,,,17:45:50,-3.55,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.91,1704,0.00000,0.00000,2026-08-13,1267
SEZ6,RFUD,1312,1316,4,1341,1354,1315,1315,1,-1,1315,-44,5652,50,814,1089135,13222,17:50:16,-0.08,,,,,,,17:45:50,-3.35,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.3,50,0.00000,0.00000,2026-08-13,1315
SFH7,RFUD,780.21,780.5,0.29,775.96,784.19,775.96,780.27,2,-0.9,780.5,5.87,2908,93,124,8020582,97368,17:50:22,-0.12,,,,,,,17:50:19,0.75,20260813180523,2026-08-13 18:05:23,2026-08-13,0.53,50,0.00000,0.00000,2026-08-13,64761
SFM7,RFUD,783.6,784.4,0.8,777.44,788.62,777.44,785.37,1,2.28,784.4,5.52,720,32,35,2277781,27652,17:50:19,0.29,,,,,,,17:12:30,0.7,20260813180521,2026-08-13 18:05:21,2026-08-13,0.72,36,0.00000,0.00000,2026-08-13,65184
SFU6,RFUD,777.74,777.76,0.02,773.45,779.2,772.54,777.64,1,-0.05,777.6,5.84,437110,9977,36758,2367235797,28737588,17:50:22,-0.01,,,,,,,17:50:22,0.75,20260813180523,2026-08-13 18:05:23,2026-08-13,0.73,3214,0.00000,0.00000,2026-08-13,64543
SFZ6,RFUD,778.84,778.86,0.02,774.61,780.23,774.29,778.7,10,-0.05,778.74,5.54,47928,2868,6500,419115855,5087951,17:50:22,-0.01,,,,,,,17:50:12,0.71,20260813180523,2026-08-13 18:05:23,2026-08-13,0.64,2348,0.00000,0.00000,2026-08-13,64631
SGU6,RFUD,43003,43033,30,43184,44255,42896,43003,1,3,43007,-207,23464,2163,4795,208937542,2536444,17:50:22,0.01,,,,,,,17:50:06,-0.48,20260813180523,2026-08-13 18:05:23,2026-08-13,-0.28,364,0.00000,0.00000,2026-08-13,43003
SGZ6,RFUD,44492,44526,34,44567,45711,44472,44500,1,1,44500,-220,1256,283,444,20027249,243125,17:50:22,0,,,,,,,17:49:53,-0.49,20260813180523,2026-08-13 18:05:23,2026-08-13,0,-110,0.00000,0.00000,2026-08-13,44500
SHU6,RFUD,572.4,573.4,1,606.6,606.6,565.8,573.4,15,0.4,573.4,-40.6,175868,7024,102939,59697414,724710,17:50:22,0.07,,,,,,,17:48:19,-7.08,20260813180523,2026-08-13 18:05:23,2026-08-13,-4.78,-2314,0.00000,0.00000,2026-08-13,573
SHZ6,RFUD,557.8,559.2,1.4,585.8,585.8,554,559.6,16,2.6,559.6,-38.8,28058,889,7521,4265676,51784,17:50:16,0.47,,,,,,,17:45:47,-6.93,20260813180518,2026-08-13 18:05:18,2026-08-13,-5.12,-3148,0.00000,0.00000,2026-08-13,560
SiH7,RFUD,88043,88057,14,87054,88318,87054,88079,3,-33,88071,1082,24594,1306,2901,255006046,3095703,17:50:22,-0.04,,,,,,,17:41:21,1.23,20260813180523,2026-08-13 18:05:23,2026-08-13,1.16,3406,0.00000,0.00000,2026-08-13,88079
SiM7,RFUD,89942,90082,140,89270,90100,89270,89985,1,-115,89985,1009,4038,95,233,20925783,254033,17:50:22,-0.13,,,,,,,17:04:47,1.12,20260813180523,2026-08-13 18:05:23,2026-08-13,1.11,-80,0.00000,0.00000,2026-08-13,89985
SiU6,RFUD,84610,84611,1,83665,84766,83647,84610,5,-2,84622,996,9487410,195987,1309456,110512698037,1341593582,17:50:22,0,,,,,,,17:50:21,1.18,20260813180523,2026-08-13 18:05:23,2026-08-13,1.15,-180596,83665.00000,0.00000,2026-08-13,84610
SiU7,RFUD,91862,92499,637,91397,92998,91397,92333,1,-410,92333,621,786,21,24,2217817,26924,17:50:05,-0.44,,,,,,,15:56:23,0.67,20260813180519,2026-08-13 18:05:19,2026-08-13,0.68,10,0.00000,0.00000,2026-08-13,92333
SiZ6,RFUD,85950,85952,2,85075,86167,84994,85968,4,-7,85964,1002,1627234,22596,123662,9725443762,118064197,17:50:22,-0.01,,,,,,,17:49:54,1.17,20260813180523,2026-08-13 18:05:23,2026-08-13,1.13,137412,85075.00000,0.00000,2026-08-13,85968
SiZ7,RFUD,94548,94957,409,94097,94713,94097,94713,1,73,94713,910,582,5,5,471944,5729,17:50:05,0.08,,,,,,,14:27:25,0.96,20260813180519,2026-08-13 18:05:19,2026-08-13,0.97,0,0.00000,0.00000,2026-08-13,94713
SKU6,RFUD,191.56,192.29,0.73,189.09,192.31,184.34,192,1,1.3,192,5.75,2050,69,366,5707875,69292,17:50:22,0.68,,,,,,,17:46:48,2.99,20260813180523,2026-08-13 18:05:23,2026-08-13,2.92,24,189.09000,0.00000,2026-08-13,15936
SKZ6,RFUD,190.62,193.32,2.7,190,191.35,186.33,191.35,1,1.35,191.35,5.38,74,13,14,220400,2676,17:50:22,0.71,,,,,,,17:45:44,2.81,20260813180523,2026-08-13 18:05:23,2026-08-13,2.88,-2,190.00000,0.00000,2026-08-13,15882
SLVRUBF,RFUD,171.58,171.7,0.12,170.87,172.26,168.8,171.71,7,-0.11,171.7,-0.3,54806,1773,7103,121265205,1472126,17:50:22,-0.06,,,,,,,17:49:23,-0.17,20260813180523,2026-08-13 18:05:23,2026-08-13,0.73,550,0.00000,0.18843,2026-08-13,17171
SNU6,RFUD,16763,16780,17,17142,17221,16658,16762,1,-17,16771,-554,31022,2731,7875,133009277,1614696,17:50:22,-0.1,,,,,,,17:49:52,-3.3,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.26,-582,0.00000,0.00000,2026-08-13,16762
SNZ6,RFUD,17328,17350,22,17649,17750,17237,17300,1,-225,17328,-540,3998,80,125,2179505,26459,17:50:18,-1.28,,,,,,,17:38:42,-3.12,20260813180520,2026-08-13 18:05:20,2026-08-13,-2.47,18,0.00000,0.00000,2026-08-13,17300
SOU6,RFUD,4829,4835,6,5017,5066,4809,4830,1,3,4830,-255,34072,2264,11480,56684279,688131,17:50:22,0.06,,,,,,,17:50:06,-5.28,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.75,-2420,0.00000,0.00000,2026-08-13,4830
SOZ6,RFUD,4820,4830,10,5013,5049,4815,4815,3,-2,4820,-238,4696,133,615,3028056,36760,17:50:22,-0.04,,,,,,,17:42:59,-4.94,20260813180523,2026-08-13 18:05:23,2026-08-13,-4.01,-322,0.00000,0.00000,2026-08-13,4815
SP500F,RFUD,777.5,778.3,0.8,773.3,779.4,773,778.3,1,-0.7,778.2,6.2,1382,78,487,31453008,381831,17:50:22,-0.09,,,,,,,17:44:07,0.8,20260813180523,2026-08-13 18:05:23,2026-08-13,0.71,472,0.00000,-1.36946,2026-08-13,64597
SPH7,RFUD,30158,30247,89,0,0,0,0,0,0,30214,-574,234,5,5,154164,1872,17:50:22,0,,,,,,,08:13:06,-1.9,20260813180523,2026-08-13 18:05:23,2026-08-13,,-8,0.00000,0.00000,2026-08-13,0
SPM7,RFUD,31157,31477,320,0,0,0,0,0,0,31187,-400,120,0,0,0,0,17:50:22,0,,,,,,,17:50:22,-1.28,20260813180523,2026-08-13 18:05:23,,,0,0.00000,0.00000,2026-08-13,0
SPU6,RFUD,28311,28321,10,28918,28918,28253,28317,1,-2,28317,-624,88620,1871,5904,168712600,2048124,17:50:22,-0.01,,,,,,,17:49:13,-2.2,20260813180523,2026-08-13 18:05:23,2026-08-13,-2,592,0.00000,0.00000,2026-08-13,28317
SPZ6,RFUD,29280,29291,11,29851,29851,29244,29279,2,-12,29279,-624,1308,132,191,5628923,68334,17:50:22,-0.04,,,,,,,17:41:24,-2.13,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.88,12,0.00000,0.00000,2026-08-13,29279
SQU6,RFUD,99.44,99.6,0.16,97.74,99.7,96.46,99.59,3,0.08,99.59,2.04,49360,662,5012,40961673,497263,17:50:22,0.08,,,,,,,17:49:02,2.05,20260813180523,2026-08-13 18:05:23,2026-08-13,2,-3284,0.00000,0.00000,2026-08-13,8266
SQZ6,RFUD,101.03,101.25,0.22,99.67,101.25,98.15,100.85,1,-0.31,101.03,1.88,6770,107,225,1863529,22623,17:50:22,-0.31,,,,,,,17:38:40,1.86,20260813180523,2026-08-13 18:05:23,2026-08-13,1.08,154,0.00000,0.00000,2026-08-13,8370
SRH7,RFUD,30250,30280,30,30665,30765,30231,30237,1,5,30247,-609,2272,120,175,5336535,64784,17:50:22,0.02,,,,,,,17:02:43,-2.01,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.89,90,0.00000,0.00000,2026-08-13,30237
SRM7,RFUD,31000,31120,120,31278,31278,31000,31086,1,-14,31086,-425,960,13,19,591808,7184,17:50:17,-0.05,,,,,,,17:02:43,-1.37,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.35,-2,0.00000,0.00000,2026-08-13,31086
SRU6,RFUD,28265,28268,3,28791,28835,28195,28268,1,6,28262,-623,1177368,33236,110036,3133586310,38040871,17:50:22,0.02,,,,,,,17:50:22,-2.2,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.82,-82,0.00000,0.00000,2026-08-13,28268
SRZ6,RFUD,29231,29237,6,29795,29795,29160,29221,1,3,29227,-618,26564,1922,2885,84982234,1031661,17:50:22,0.01,,,,,,,17:46:00,-2.11,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.79,598,0.00000,0.00000,2026-08-13,29221
SSU6,RFUD,384,385,1,395,408,384,384,2,-1,385,-20,2803762,11686,1467567,580735923,7049973,17:50:19,-0.26,,,,,,,17:50:18,-5.19,20260813180521,2026-08-13 18:05:21,2026-08-13,-2.54,30580,0.00000,0.00000,2026-08-13,384
SSZ6,RFUD,394,395,1,403,417,394,395,91,1,395,-19,240240,1626,85228,34638274,420499,17:50:19,0.25,,,,,,,17:49:50,-4.81,20260813180521,2026-08-13 18:05:21,2026-08-13,-2.23,-932,0.00000,0.00000,2026-08-13,395
