SECID,BOARDID,BID,OFFER,SPREAD,OPEN,HIGH,LOW,LAST,QUANTITY,LASTCHANGE,SETTLEPRICE,SETTLETOPREVSETTLE,OPENPOSITION,NUMTRADES,VOLTODAY,VALTODAY,VALTODAY_USD,UPDATETIME,LASTCHANGEPRCNT,BIDDEPTH,BIDDEPTHT,NUMBIDS,OFFERDEPTH,OFFERDEPTHT,NUMOFFERS,TIME,SETTLETOPREVSETTLEPRC,SEQNUM,SYSTIME,TRADEDATE,LASTTOPREVPRICE,OICHANGE,OPENPERIODPRICE,SWAPRATE,TRADE_SESSION_DATE,LAST_RUB
KZU6,RFUD,17.401,17.899,0.498,17.799,17.799,17.699,17.699,5,-0.1,17.699,-0.076,194,2,8,141900,1723,17:50:17,-0.56,,,,,,,17:38:11,-0.43,20260813180519,2026-08-13 18:05:19,2026-08-13,3.64,0,0.00000,0.00000,2026-08-13,17699
KZZ6,RFUD,17.401,18.371,0.97,0,0,0,0,0,0,18.026,0.561,6,0,0,0,0,17:50:20,0,,,,,,,17:50:20,3.11,20260813180522,2026-08-13 18:05:22,,,0,0.00000,0.00000,2026-08-13,0
LDH7,RFUD,1385.1,1402.6,17.5,1409.3,1425.1,1409.3,1425.1,1,0,1402.6,-25.3,114,2,2,23525,286,17:50:22,0,,,,,,,13:23:24,-1.8,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.38,2,0.00000,0.00000,2026-08-13,11828
LDM7,RFUD,1366.1,1449.7,83.6,0,0,0,0,0,0,1449.7,3.1,74,0,0,0,0,17:49:15,0,,,,,,,17:49:15,0.21,20260813180522,2026-08-13 18:05:22,,,0,0.00000,0.00000,2026-08-13,0
LDU6,RFUD,1332.2,1333.7,1.5,1376,1383.4,1327.1,1333.1,8,-0.8,1333.7,-49.8,8694,1185,2591,29043685,352582,17:50:22,-0.06,,,,,,,17:50:05,-3.73,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.12,-350,0.00000,0.00000,2026-08-13,11064
LDZ6,RFUD,1366.9,1370.1,3.2,1407.9,1407.9,1361.8,1363.9,1,2.1,1366.8,-50.7,900,158,275,3145774,38189,17:50:22,0.15,,,,,,,17:38:26,-3.71,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.18,-44,0.00000,0.00000,2026-08-13,11320
LEU6,RFUD,670,673,3,676,676,668,671,1,-1,671,-2,2522,19,113,76042,923,17:49:35,-0.15,,,,,,,16:52:43,-0.3,20260813180437,2026-08-13 18:04:37,2026-08-13,-0.3,92,0.00000,0.00000,2026-08-13,671
LKH7,RFUD,46288,46418,130,47245,47245,46100,46100,1,-151,46253,-817,264,22,22,1017807,12356,17:50:22,-0.33,,,,,,,16:07:40,-1.77,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.93,8,0.00000,0.00000,2026-08-13,46100
LKM7,RFUD,46499,46706,207,47312,47312,46300,46749,1,297,46706,-662,118,6,6,280873,3410,17:50:19,0.64,,,,,,,15:07:16,-1.42,20260813180522,2026-08-13 18:05:22,2026-08-13,-1.31,-4,0.00000,0.00000,2026-08-13,46749
LKU6,RFUD,46267,46279,12,47221,47477,45825,46284,2,30,46254,-906,85334,6517,14051,652182333,7917313,17:50:21,0.06,,,,,,,17:50:05,-1.96,20260813180522,2026-08-13 18:05:22,2026-08-13,-2.19,552,0.00000,0.00000,2026-08-13,46284
LKZ6,RFUD,46286,46296,10,47600,47600,45984,46273,1,71,46273,-979,2884,266,324,15095573,183256,17:50:21,0.15,,,,,,,17:48:04,-2.12,20260813180522,2026-08-13 18:05:22,2026-08-13,-2.01,18,47600.00000,0.00000,2026-08-13,46273
LNU6,RFUD,1974,1980,6,1990,2010,1912,1979,3,7,1978,-35,40100,639,12074,23933810,290550,17:50:20,0.35,,,,,,,17:46:37,-1.77,20260813180522,2026-08-13 18:05:22,2026-08-13,-0.95,136,0.00000,0.00000,2026-08-13,1979
LNZ6,RFUD,1923,1936,13,1912,1954,1886,1938,1,-7,1935,-40,1246,46,210,407456,4946,17:50:21,-0.36,,,,,,,17:46:35,-2.07,20260813180522,2026-08-13 18:05:22,2026-08-13,-1.62,-206,0.00000,0.00000,2026-08-13,1938
LTH7,RFUD,1825.5,1844.8,19.3,1870,1870,1829.5,1856.4,1,6.4,1844.8,-50.6,214,14,14,215747,2619,17:49:31,0.35,,,,,,,13:43:13,-2.74,20260813180522,2026-08-13 18:05:22,2026-08-13,-3.1,4,0.00000,0.00000,2026-08-13,15408
LTM7,RFUD,1846.1,1963.6,117.5,1884,1884,1884,1884,1,0,1902.2,-20.8,22,1,1,15637,190,17:48:50,0,,,,,,,13:43:13,-1.09,20260813180522,2026-08-13 18:05:22,2026-08-13,0,2,0.00000,0.00000,2026-08-13,15637
LTU6,RFUD,1751.4,1752.5,1.1,1780,1780.3,1700.1,1750.8,1,-0.7,1751.2,-49.4,13706,3367,10435,151986706,1845077,17:50:22,-0.04,,,,,,,17:49:52,-2.82,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.84,-2392,0.00000,0.00000,2026-08-13,14531
LTZ6,RFUD,1798.7,1800,1.3,1810,1840,1755,1795,1,5,1798.4,-42.8,1278,272,630,9436435,114556,17:50:16,0.28,,,,,,,17:37:12,-2.38,20260813180522,2026-08-13 18:05:22,2026-08-13,-2.17,2,0.00000,0.00000,2026-08-13,14898
MAU6,RFUD,4508,4522,14,4616,4616,4544,4544,1,-10,4521,-166,2220,8,19,86951,1056,17:50:19,-0.22,,,,,,,17:10:45,-3.67,20260813180521,2026-08-13 18:05:21,2026-08-13,-3.05,22,0.00000,0.00000,2026-08-13,4544
MAZ6,RFUD,4460,4614,154,4700,4700,4499,4555,1,15,4606,-169,58,17,32,145071,1761,17:50:19,0.33,,,,,,,17:10:45,-3.67,20260813180521,2026-08-13 18:05:21,2026-08-13,0,10,0.00000,0.00000,2026-08-13,4555
MCU6,RFUD,3680,3682,2,3891,3893,3659,3680,1,2,3678,-232,128506,6846,28262,105899184,1285587,17:50:22,0.05,,,,,,,17:50:11,-6.31,20260813180523,2026-08-13 18:05:23,2026-08-13,-4.64,1018,0.00000,0.00000,2026-08-13,3680
MCZ6,RFUD,3735,3740,5,3939,3941,3720,3730,4,3,3730,-207,10512,407,1253,4757109,57750,17:50:21,0.08,,,,,,,17:43:09,-5.55,20260813180522,2026-08-13 18:05:22,2026-08-13,-4.14,768,0.00000,0.00000,2026-08-13,3730
MDU6,RFUD,13424,13430,6,13572,13617,13313,13424,20,55,13424,-254,4534,152,767,10302812,125073,17:50:19,0.41,,,,,,,17:48:59,-1.89,20260813180521,2026-08-13 18:05:21,2026-08-13,-1.24,-34,0.00000,0.00000,2026-08-13,13424
MDZ6,RFUD,13633,13706,73,13757,13843,13536,13689,1,36,13689,-247,538,41,70,952252,11560,17:50:15,0.26,,,,,,,13:22:04,-1.8,20260813180516,2026-08-13 18:05:16,2026-08-13,-1.07,-32,0.00000,0.00000,2026-08-13,13689
MEU6,RFUD,15460,15471,11,16024,16176,15421,15463,3,13,15466,-585,142042,6285,27712,438017243,5317408,17:50:22,0.08,,,,,,,17:50:11,-3.78,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.42,762,0.00000,0.00000,2026-08-13,15463
MEZ6,RFUD,15996,16008,12,16554,16720,15978,15978,13,-15,16002,-592,2824,1435,5743,93802915,1138741,17:50:22,-0.09,,,,,,,17:44:11,-3.7,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.51,1024,0.00000,0.00000,2026-08-13,15978
MFQ6,RFUD,0,0,0,0,0,0,0,0,0,83.58,0,0,0,0,0,0,02:02:24,0,,,,,,,02:02:24,0,20260813070502,2026-08-13 07:05:02,,,0,0.00000,0.00000,2026-08-13,0
MFU6,RFUD,0,0,0,0,0,0,0,0,0,83.58,0,0,0,0,0,0,02:02:24,0,,,,,,,02:02:24,0,20260813070502,2026-08-13 07:05:02,,,0,0.00000,0.00000,2026-08-13,0
MGU6,RFUD,21704,21706,2,22000,22287,21580,21704,2,-1,21683,-700,32466,3873,9984,218331831,2650488,17:50:22,0,,,,,,,17:50:20,-3.23,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.79,-2310,22000.00000,0.00000,2026-08-13,21704
MGZ6,RFUD,22367,22383,16,22695,22904,22255,22264,1,-47,22337,-731,1734,237,380,8578110,104136,17:50:21,-0.21,,,,,,,17:27:45,-3.27,20260813180522,2026-08-13 18:05:22,2026-08-13,-2.49,-170,0.00000,0.00000,2026-08-13,22264
MMH7,RFUD,2377.9,2381.65,3.75,2438.95,2438.95,2375.3,2377,1,-2,2377.8,-57.4,2916,263,334,8031139,97496,17:50:22,-0.08,,,,,,,17:40:59,-2.41,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.34,30,0.00000,0.00000,2026-08-13,23770
MMH8,RFUD,2619.6,2709.9,90.3,2649,2649,2631,2631,1,-18,2626,-52.65,72,2,2,52800,641,17:50:17,-0.68,,,,,,,15:43:53,-2,20260813180522,2026-08-13 18:05:22,2026-08-13,-2.34,4,0.00000,0.00000,2026-08-13,26310
MMM7,RFUD,2438,2449.8,11.8,2487.75,2487.75,2441.65,2445,1,1.55,2445,-53.5,1560,36,37,911691,11068,17:50:22,0.06,,,,,,,17:34:50,-2.19,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.97,8,0.00000,0.00000,2026-08-13,24450
MMM8,RFUD,2700.55,2740,39.45,2736.5,2738.4,2714.35,2738.4,2,24.05,2738.4,-5.6,90,9,11,300833,3652,17:50:19,0.89,,,,,,,13:37:50,-0.2,20260813180522,2026-08-13 18:05:22,2026-08-13,-0.2,14,0.00000,0.00000,2026-08-13,27384
MMU6,RFUD,2265.5,2265.7,0.2,2321.4,2329.5,2260.75,2265.7,3,0.6,2265.05,-63.95,318872,95994,429572,9842703382,119487696,17:50:22,0.03,,,,,,,17:50:17,-2.82,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.5,16678,2321.40000,0.00000,2026-08-13,22657
MMU7,RFUD,2502.15,2539.85,37.7,2539,2541,2528,2540.2,1,0.05,2539.85,-19.55,692,17,17,431025,5233,17:50:12,0,,,,,,,15:30:00,-0.77,20260813180522,2026-08-13 18:05:22,2026-08-13,-0.89,18,0.00000,0.00000,2026-08-13,25402
MMZ6,RFUD,2315.6,2315.85,0.25,2376.5,2377.05,2310.95,2315.05,1,0.25,2315.05,-62.95,24412,8197,18121,424060705,5147980,17:50:22,0.01,,,,,,,17:49:29,-2.72,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.51,918,2376.50000,0.00000,2026-08-13,23150
MMZ7,RFUD,2585.05,2643.3,58.25,2637,2639.95,2602.05,2602.05,1,-5.95,2585.05,-55.95,1080,15,15,393451,4776,17:50:01,-0.23,,,,,,,16:38:53,-2.16,20260813180522,2026-08-13 18:05:22,2026-08-13,-1.33,2,0.00000,0.00000,2026-08-13,26020
MNU6,RFUD,1775,1777,2,1804,1818,1740,1776,2,2,1776,-57,313078,7720,165795,293495414,3562953,17:50:22,0.11,,,,,,,17:49:17,-3.21,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.04,9118,1804.00000,0.00000,2026-08-13,1776
MNZ6,RFUD,1836,1839,3,1850,1876,1803,1835,7,-1,1836,-64,51858,1322,12924,23744252,288249,17:50:18,-0.05,,,,,,,17:46:13,-3.49,20260813180520,2026-08-13 18:05:20,2026-08-13,-2.39,3464,0.00000,0.00000,2026-08-13,1835
MTU6,RFUD,19144,19153,9,19721,19721,19064,19141,1,15,19141,-629,18538,920,2671,51573747,626091,17:50:21,0.08,,,,,,,17:47:55,-3.29,20260813180522,2026-08-13 18:05:22,2026-08-13,-3.18,-384,0.00000,0.00000,2026-08-13,19141
MTZ6,RFUD,19631,19640,9,20160,20160,19580,19619,1,-6,19625,-648,1094,161,204,4046178,49119,17:50:21,-0.03,,,,,,,17:19:35,-3.3,20260813180522,2026-08-13 18:05:22,2026-08-13,-3.05,-78,0.00000,0.00000,2026-08-13,19619
MVU6,RFUD,434,436,2,462,464,433,434,5,-1,434,-26,140496,739,33951,15166932,184122,17:50:19,-0.23,,,,,,,17:43:18,-5.99,20260813180521,2026-08-13 18:05:21,2026-08-13,-4.62,-6902,0.00000,0.00000,2026-08-13,434
MVZ6,RFUD,414,423,9,455,455,415,415,79,-2,415,-27,12824,114,3061,1314981,15964,17:50:18,-0.48,,,,,,,17:39:04,-6.51,20260813180520,2026-08-13 18:05:20,2026-08-13,-6.32,482,0.00000,0.00000,2026-08-13,415
MXH7,RFUD,237525,237975,450,243375,243375,237425,237425,1,-150,237525,-5900,688,70,80,19234600,233503,17:50:22,-0.06,,,,,,,17:41:37,-2.48,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.44,24,0.00000,0.00000,2026-08-13,237425
MXH8,RFUD,265950,269600,3650,266000,266000,266000,266000,1,0,266000,-10000,20,1,1,266000,3229,17:49:04,0,,,,,,,12:55:10,-3.76,20260813180522,2026-08-13 18:05:22,2026-08-13,0,0,0.00000,0.00000,2026-08-13,266000
MXM7,RFUD,244100,245175,1075,247050,247050,244375,245150,1,775,245150,-5250,326,7,7,1718450,20862,17:50:00,0.32,,,,,,,16:45:17,-2.14,20260813180522,2026-08-13 18:05:22,2026-08-13,-2.1,-4,0.00000,0.00000,2026-08-13,245150
MXM8,RFUD,271575,277550,5975,0,0,0,0,0,0,277550,-5125,6,0,0,0,0,17:45:21,0,,,,,,,17:45:21,-1.85,20260813180522,2026-08-13 18:05:22,,,0,0.00000,0.00000,2026-08-13,0
MXU6,RFUD,226525,226550,25,232425,232950,226025,226525,1,-50,226500,-6425,297254,119119,354362,80940586650,982596331,17:50:22,-0.02,,,,,,,17:50:19,-2.84,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.61,-5830,232425.00000,0.00000,2026-08-13,226525
MXU7,RFUD,247600,248975,1375,252000,252000,249075,249075,1,-925,248975,-6650,126,6,6,1502400,18239,17:49:14,-0.37,,,,,,,13:09:59,-2.67,20260813180522,2026-08-13 18:05:22,2026-08-13,-2.59,8,0.00000,0.00000,2026-08-13,249075
MXZ6,RFUD,231525,231600,75,237175,237550,231125,231550,1,25,231550,-6125,10238,3225,4014,937808200,11384732,17:50:22,0.01,,,,,,,17:50:04,-2.65,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.45,-316,0.00000,0.00000,2026-08-13,231550
MXZ7,RFUD,257325,259325,2000,0,0,0,0,0,0,259325,-6500,54,0,0,0,0,17:49:42,0,,,,,,,17:49:42,-2.51,20260813180522,2026-08-13 18:05:22,,,0,0.00000,0.00000,2026-08-13,0
MYU6,RFUD,831.1,832.1,1,863.5,863.5,830.6,830.6,1,-0.3,830.9,-36,8108,83,7212,75073250,911368,17:50:19,-0.04,,,,,,,17:40:40,-4.33,20260813180521,2026-08-13 18:05:21,2026-08-13,-3.83,1528,0.00000,0.00000,2026-08-13,10215
MYZ6,RFUD,830.1,838.2,8.1,868.6,868.6,835.5,840.2,1,4.7,838.2,-37,288,8,13,135101,1640,17:50:03,0.56,,,,,,,15:17:31,-4.41,20260813180505,2026-08-13 18:05:05,2026-08-13,0,20,0.00000,0.00000,2026-08-13,10333
N2U6,RFUD,71572,71766,194,70762,71823,70277,71572,1,16,71572,963,24904,147,1663,6129772,74414,17:50:12,0.02,,,,,,,17:49:55,1.35,20260813180513,2026-08-13 18:05:13,2026-08-13,1.43,1622,0.00000,0.00000,2026-08-13,3728
N2Z6,RFUD,70645,70973,328,69925,70951,69638,70629,5,-322,70645,672,4616,14,120,436122,5294,17:50:14,-0.45,,,,,,,17:42:00,0.95,20260813180515,2026-08-13 18:05:15,2026-08-13,1.08,56,0.00000,0.00000,2026-08-13,3679
NAH7,RFUD,30112,30125,13,29805,30353,29624,30135,1,-36,30125,387,6296,296,563,14016234,170153,17:50:22,-0.12,,,,,,,17:48:33,1.28,20260813180523,2026-08-13 18:05:23,2026-08-13,1.14,-76,0.00000,0.00000,2026-08-13,25011
NAM7,RFUD,30291,30305,14,29991,30467,29905,30291,2,-19,30291,338,2332,99,162,4059426,49280,17:50:22,-0.06,,,,,,,17:46:01,1.12,20260813180523,2026-08-13 18:05:23,2026-08-13,1.36,-64,0.00000,0.00000,2026-08-13,25141
NAU6,RFUD,30050,30053,3,29695,30118,29641,30053,4,13,30046,389,821510,16360,162875,4040919777,49055648,17:50:22,0.04,,,,,,,17:50:22,1.29,20260813180523,2026-08-13 18:05:23,2026-08-13,1.42,35718,29695.00000,0.00000,2026-08-13,24943
NAZ6,RFUD,30134,30141,7,29801,30200,29701,30137,20,7,30135,383,109430,2479,8835,219464047,2664233,17:50:22,0.02,,,,,,,17:50:22,1.27,20260813180523,2026-08-13 18:05:23,2026-08-13,1.31,2482,0.00000,0.00000,2026-08-13,25013
NBU6,RFUD,278,279,1,288,288,278,278,179,-1,278,-14,132304,567,30494,8650116,105010,17:50:19,-0.36,,,,,,,17:40:10,-5.04,20260813180522,2026-08-13 18:05:22,2026-08-13,-3.81,-3068,0.00000,0.00000,2026-08-13,278
NBZ6,RFUD,278,279,1,279,283,278,278,40,-1,278,-7,30336,173,6858,1914988,23247,17:50:13,-0.36,,,,,,,17:48:46,-2.52,20260813180522,2026-08-13 18:05:22,2026-08-13,-1.07,-8006,0.00000,0.00000,2026-08-13,278
NCU6,RFUD,16675,16735,60,16685,16790,16630,16790,1,45,16735,-65,3620,15,26,360136,4372,17:49:07,0.27,,,,,,,14:55:17,-0.39,20260813180416,2026-08-13 18:04:16,2026-08-13,-0.06,-26,0.00000,0.00000,2026-08-13,13935
NCZ6,RFUD,16970,17085,115,17010,17010,17010,17010,1,0,17010,-140,90,2,2,28236,343,17:49:13,0,,,,,,,13:17:11,-0.82,20260813180416,2026-08-13 18:04:16,2026-08-13,-0.82,2,0.00000,0.00000,2026-08-13,14118
NDU6,RFUD,9.026,9.052,0.026,9.009,9.051,9.009,9.051,2,0.042,9.051,0.028,596,5,9,67569,820,17:49:56,0.47,,,,,,,17:23:14,0.31,20260813180457,2026-08-13 18:04:57,2026-08-13,0.11,0,0.00000,0.00000,2026-08-13,7512
NDZ6,RFUD,9.5,9.615,0.115,9.5,9.5,9.5,9.5,2,0,9.5,0.2,56,4,8,63078,766,17:46:43,0,,,,,,,17:23:14,2.11,20260813180143,2026-08-13 18:01:43,2026-08-13,1.17,16,0.00000,0.00000,2026-08-13,7885
NGF7,RFUD,3.888,3.904,0.016,3.948,3.948,3.869,3.905,1,0.01,3.904,-0.068,842,38,131,4276705,51918,17:50:11,0.26,,,,,,,16:59:09,-1.74,20260813180512,2026-08-13 18:05:12,2026-08-13,-1.71,36,0.00000,0.00000,2026-08-13,32411
NGG7,RFUD,3.22,3.258,0.038,3.251,3.251,3.199,3.226,1,-0.014,3.226,-0.044,920,14,90,2453412,29784,17:49:51,-0.43,,,,,,,16:22:43,-1.36,20260813180502,2026-08-13 18:05:02,2026-08-13,-1.35,174,0.00000,0.00000,2026-08-13,26775
NGQ6,RFUD,2.743,2.744,0.001,2.796,2.805,2.718,2.743,1,0.001,2.742,-0.065,560760,40956,422514,9704907283,117814890,17:50:22,0.04,,,,,,,17:50:22,-2.37,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.04,6360,2.79600,0.00000,2026-08-13,22766
NGU6,RFUD,2.811,2.812,0.001,2.854,2.865,2.783,2.811,1,0.001,2.811,-0.054,103238,13834,51113,1198297802,14547004,17:50:22,0.04,,,,,,,17:50:19,-1.92,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.58,8330,0.00000,0.00000,2026-08-13,23331
NGV6,RFUD,3.04,3.042,0.002,3.12,3.12,3.021,3.04,3,-0.005,3.04,-0.087,14162,1167,2524,64189923,779248,17:50:22,-0.16,,,,,,,17:48:52,-2.86,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.35,54,0.00000,0.00000,2026-08-13,25231
NGX6,RFUD,3.677,3.689,0.012,3.745,3.759,3.67,3.685,9,0.012,3.685,-0.056,3216,197,307,9433104,114515,17:50:19,0.33,,,,,,,17:36:31,-1.52,20260813180521,2026-08-13 18:05:21,2026-08-13,-1.79,194,0.00000,0.00000,2026-08-13,30585
NGZ6,RFUD,4.118,4.134,0.016,4.194,4.199,4.119,4.119,1,-0.004,4.119,-0.061,3680,89,104,3589485,43575,17:49:59,-0.1,,,,,,,17:35:08,-1.48,20260813180502,2026-08-13 18:05:02,2026-08-13,-1.46,-48,0.00000,0.00000,2026-08-13,34187
NMU6,RFUD,7265,7271,6,7497,7575,7220,7267,2,4,7258,-352,54148,4815,24987,183716692,2230270,17:50:22,0.06,,,,,,,17:50:19,-4.85,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.72,-8006,0.00000,0.00000,2026-08-13,7267
NMZ6,RFUD,7510,7517,7,7730,7785,7475,7504,3,21,7504,-354,3012,143,385,2914724,35384,17:50:21,0.28,,,,,,,17:42:00,-4.72,20260813180522,2026-08-13 18:05:22,2026-08-13,-2.81,-372,0.00000,0.00000,2026-08-13,7504
NOU6,RFUD,152.63,153.06,0.43,153.38,153.38,152.66,153.04,1,0.38,153.04,-0.54,154,3,3,38103,463,17:49:57,0.25,,,,,,,16:49:22,-0.35,20260813180458,2026-08-13 18:04:58,2026-08-13,-0.05,0,0.00000,0.00000,2026-08-13,12702
NOZ6,RFUD,155.34,156.48,1.14,156.2,156.2,156.2,156.2,1,0,156.2,-0.54,14,1,1,12964,157,17:49:58,0,,,,,,,16:49:22,-0.35,20260813180459,2026-08-13 18:04:59,2026-08-13,0,2,0.00000,0.00000,2026-08-13,12964
NRF7,RFUD,3.902,3.924,0.022,3.974,3.989,3.902,3.925,6,0.023,3.924,-0.055,9812,77,482,157451,1911,17:48:49,0.59,,,,,,,17:39:30,-1.4,20260813180518,2026-08-13 18:05:18,2026-08-13,-1.16,422,0.00000,0.00000,2026-08-13,326
NRG7,RFUD,3.303,3.318,0.015,3.35,3.35,3.3,3.319,11,0.019,3.318,-0.013,20140,36,1201,329087,3995,17:40:56,0.58,,,,,,,16:55:38,-0.39,20260813180518,2026-08-13 18:05:18,2026-08-13,-0.6,2252,0.00000,0.00000,2026-08-13,275
NRQ6,RFUD,2.741,2.742,0.001,2.802,2.804,2.718,2.74,4,-0.001,2.741,-0.067,1908834,13383,916368,210568664,2556245,17:50:22,-0.04,,,,,,,17:50:10,-2.44,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.25,-28128,2.80200,0.00000,2026-08-13,227
NRU6,RFUD,2.813,2.815,0.002,2.858,2.867,2.788,2.813,33,-0.001,2.814,-0.055,637740,3412,99327,23323725,283144,17:50:22,-0.04,,,,,,,17:49:56,-1.95,20260813180523,2026-08-13 18:05:23,2026-08-13,-1.78,38418,0.00000,0.00000,2026-08-13,233
NRV6,RFUD,3.048,3.052,0.004,3.121,3.125,3.03,3.045,24,-0.005,3.048,-0.083,130924,843,13982,3576076,43413,17:50:22,-0.16,,,,,,,17:44:03,-2.72,20260813180523,2026-08-13 18:05:23,2026-08-13,-2.75,13852,0.00000,0.00000,2026-08-13,253
NRX6,RFUD,3.681,3.689,0.008,3.745,3.82,3.681,3.689,2,-0.008,3.689,-0.081,35146,230,4514,1408715,17101,17:50:21,-0.22,,,,,,,17:33:17,-2.2,20260813180522,2026-08-13 18:05:22,2026-08-13,-1.99,5092,0.00000,0.00000,2026-08-13,306
NRZ6,RFUD,4.12,4.141,0.021,4.196,4.234,4.114,4.12,1,-0.025,4.12,-0.081,11128,132,1204,418490,5080,17:49:18,-0.6,,,,,,,17:34:00,-1.97,20260813180518,2026-08-13 18:05:18,2026-08-13,-1.83,-806,0.00000,0.00000,2026-08-13,342
NVU6,RFUD,9995,10001,6,10353,10384,9957,9997,1,10,9988,-403,127780,4988,22107,225047713,2732017,17:50:22,0.1,,,,,,,17:50:05,-4.03,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.65,-146,0.00000,0.00000,2026-08-13,9997
NVZ6,RFUD,10089,10098,9,10439,10464,10055,10081,1,-7,10082,-395,10108,947,1730,17742951,215395,17:50:22,-0.07,,,,,,,17:49:17,-3.92,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.56,880,0.00000,0.00000,2026-08-13,10081
OGU6,RFUD,5947,5962,15,6032,6056,5950,5955,1,5,5955,-252,1008,21,62,373390,4533,17:50:22,0.08,,,,,,,17:38:32,-4.23,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.36,-44,0.00000,0.00000,2026-08-13,5955
OGZ6,RFUD,6210,6229,19,6373,6373,6001,6214,1,10,6214,-109,68,13,24,147185,1787,17:50:21,0.16,,,,,,,16:11:56,-1.75,20260813180522,2026-08-13 18:05:22,2026-08-13,-4.4,-26,0.00000,0.00000,2026-08-13,6214
OJU6,RFUD,1.433,1.435,0.002,1.46,1.484,1.43,1.434,1,-0.001,1.435,-0.01,44618,1500,4904,59271728,719542,17:50:21,-0.07,,,,,,,17:50:02,-0.7,20260813180522,2026-08-13 18:05:22,2026-08-13,-1.92,2722,0.00000,0.00000,2026-08-13,11902
OJX6,RFUD,1.515,1.519,0.004,1.548,1.571,1.515,1.519,1,-0.004,1.519,-0.017,4120,183,310,3955836,48023,17:50:18,-0.26,,,,,,,17:48:56,-1.12,20260813180520,2026-08-13 18:05:20,2026-08-13,-2.06,286,0.00000,0.00000,2026-08-13,12607
ONU6,RFUD,3197,3199,2,3295,3329,3184,3197,5,1,3197,-124,475806,24665,330537,1071517044,13007920,17:50:21,0.03,,,,,,,17:50:21,-3.88,20260813180522,2026-08-13 18:05:22,2026-08-13,-3.15,-28592,0.00000,0.00000,2026-08-13,3197
ONZ6,RFUD,3303,3306,3,3406,3433,3287,3306,1,4,3303,-119,46786,3758,21602,72267886,877312,17:50:21,0.12,,,,,,,17:49:58,-3.6,20260813180522,2026-08-13 18:05:22,2026-08-13,-2.99,-3738,0.00000,0.00000,2026-08-13,3306
PDH7,RFUD,1375.87,1382.85,6.98,1414.09,1417,1380.24,1380.24,1,-0.27,1380.24,-54.37,210,42,47,5429186,65909,17:50:20,-0.02,,,,,,,16:18:37,-3.94,20260813180522,2026-08-13 18:05:22,2026-08-13,-3.35,42,0.00000,0.00000,2026-08-13,114557
PDM7,RFUD,1401,1413.31,12.31,0,0,0,0,0,0,1413.49,-40.67,100,0,0,0,0,17:50:20,0,,,,,,,17:50:20,-2.88,20260813180522,2026-08-13 18:05:22,,,0,0.00000,0.00000,2026-08-13,0
PDU6,RFUD,1331.82,1332.82,1,1370.68,1373.16,1326.01,1332.41,1,1.01,1332.41,-52.06,53136,5239,12071,1348403777,16369249,17:50:22,0.08,,,,,,,17:50:09,-3.91,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.13,1502,1370.68000,0.00000,2026-08-13,110587
PDZ6,RFUD,1366.83,1368.4,1.57,1402,1405.04,1361.95,1367,1,4.33,1367,-47.8,1526,344,364,41730469,506596,17:50:22,0.32,,,,,,,17:48:04,-3.5,20260813180523,2026-08-13 18:05:23,2026-08-13,-3.03,178,0.00000,0.00000,2026-08-13,113458
PHU6,RFUD,5634,5637,3,5660,5724,5575,5635,1,2,5635,-18,32194,2759,13959,78638836,954654,17:50:20,0.04,,,,,,,17:50:19,-0.32,20260813180522,2026-08-13 18:05:22,2026-08-13,-0.67,3540,0.00000,0.00000,2026-08-13,5635
PHZ6,RFUD,5738,5747,9,5777,5840,5697,5772,3,48,5748,-38,5366,117,207,1191624,14466,17:50:20,0.84,,,,,,,17:28:53,-0.66,20260813180522,2026-08-13 18:05:22,2026-08-13,-0.45,-14,0.00000,0.00000,2026-08-13,5772
PIU6,RFUD,5527,5545,18,5520,5594,5510,5533,2,-15,5533,4,13904,154,1365,7554695,91712,17:50:17,-0.27,,,,,,,17:37:18,0.07,20260813180519,2026-08-13 18:05:19,2026-08-13,0.11,984,0.00000,0.00000,2026-08-13,5533
