Date,cl_period,KEY_PERIOD,BC,r
2026-08-12,CL,1M,UCHF,-0.01641302276135652
2026-08-12,CL,2M,UCHF,-0.01641302276135652
2026-08-12,CL,3M,UCHF,-0.01641302276135652
2026-08-12,CL,6M,UCHF,-0.01641302276135652
2026-08-12,CL,9M,UCHF,-0.01641302276135652
2026-08-12,CL,1Y,UCHF,-0.01641302276135652
2026-08-12,CL,2Y,UCHF,-0.01641302276135652
2026-08-12,CL,3Y,UCHF,-0.01641302276135652
2026-08-12,CL,4Y,UCHF,-0.01641302276135652
2026-08-12,CL,5Y,UCHF,-0.01641302276135652
2026-08-12,CL,6Y,UCHF,-0.01641302276135652
2026-08-12,CL,7Y,UCHF,-0.01641302276135652
2026-08-12,CL,8Y,UCHF,-0.01641302276135652
2026-08-12,CL,9Y,UCHF,-0.01641302276135652
2026-08-12,CL,10Y,UCHF,-0.01641302276135652
2026-08-12,CL,1D,UCNY,-0.004170976098498705
2026-08-12,CL,1W,UCNY,-0.004170976098498705
2026-08-12,CL,2W,UCNY,-0.004170976098498705
2026-08-12,CL,1M,UCNY,-0.004170976098498705
2026-08-12,CL,2M,UCNY,-0.004170976098498705
2026-08-12,CL,3M,UCNY,-0.004170976098498705
2026-08-12,CL,6M,UCNY,0.0031092202665893515
2026-08-12,CL,9M,UCNY,0.009289785759985302
2026-08-12,CL,1Y,UCNY,0.009494909586408461
2026-08-12,CL,2Y,UCNY,0.009494909586408461
2026-08-12,CL,3Y,UCNY,0.009494909586408461
2026-08-12,CL,4Y,UCNY,0.009494909586408461
2026-08-12,CL,5Y,UCNY,0.009494909586408461
2026-08-12,CL,6Y,UCNY,0.009494909586408461
2026-08-12,CL,7Y,UCNY,0.009494909586408461
2026-08-12,CL,8Y,UCNY,0.009494909586408461
2026-08-12,CL,9Y,UCNY,0.009494909586408461
2026-08-12,CL,10Y,UCNY,0.009494909586408461
2026-08-12,CL,1D,UINR,0.03076046839537978
2026-08-12,CL,1W,UINR,0.03076046839537978
2026-08-12,CL,2W,UINR,0.03076046839537978
2026-08-12,CL,1M,UINR,0.03076046839537978
2026-08-12,CL,2M,UINR,0.03076046839537978
2026-08-12,CL,3M,UINR,0.03076046839537978
2026-08-12,CL,6M,UINR,0.03076046839537978
2026-08-12,CL,9M,UINR,0.03076046839537978
2026-08-12,CL,1Y,UINR,0.03076046839537978
2026-08-12,CL,2Y,UINR,0.03076046839537978
2026-08-12,CL,3Y,UINR,0.03076046839537978
2026-08-12,CL,4Y,UINR,0.03076046839537978
2026-08-12,CL,5Y,UINR,0.03076046839537978
2026-08-12,CL,6Y,UINR,0.03076046839537978
2026-08-12,CL,7Y,UINR,0.03076046839537978
2026-08-12,CL,8Y,UINR,0.03076046839537978
2026-08-12,CL,9Y,UINR,0.03076046839537978
2026-08-12,CL,10Y,UINR,0.03076046839537978
2026-08-12,CL,1D,UJPY,-0.004787436018233626
2026-08-12,CL,1W,UJPY,-0.004787436018233626
2026-08-12,CL,2W,UJPY,-0.004787436018233626
2026-08-12,CL,1M,UJPY,-0.004787436018233626
2026-08-12,CL,2M,UJPY,-0.004787436018233626
2026-08-12,CL,3M,UJPY,-0.004787436018233626
2026-08-12,CL,6M,UJPY,-0.004787436018233626
2026-08-12,CL,9M,UJPY,-0.004787436018233626
2026-08-12,CL,1Y,UJPY,-0.004787436018233626
2026-08-12,CL,2Y,UJPY,-0.004787436018233626
2026-08-12,CL,3Y,UJPY,-0.004787436018233626
2026-08-12,CL,4Y,UJPY,-0.004787436018233626
2026-08-12,CL,5Y,UJPY,-0.004787436018233626
2026-08-12,CL,6Y,UJPY,-0.004787436018233626
2026-08-12,CL,7Y,UJPY,-0.004787436018233626
2026-08-12,CL,8Y,UJPY,-0.004787436018233626
2026-08-12,CL,9Y,UJPY,-0.004787436018233626
2026-08-12,CL,10Y,UJPY,-0.004787436018233626
2026-08-12,CL,1D,UKZT,0.08819208023369252
2026-08-12,CL,1W,UKZT,0.08819208023369252
2026-08-12,CL,2W,UKZT,0.08819208023369252
2026-08-12,CL,1M,UKZT,0.08819208023369252
2026-08-12,CL,2M,UKZT,0.08819208023369252
2026-08-12,CL,3M,UKZT,0.08819208023369252
2026-08-12,CL,6M,UKZT,0.08819208023369252
2026-08-12,CL,9M,UKZT,0.08819208023369252
2026-08-12,CL,1Y,UKZT,0.08819208023369252
2026-08-12,CL,2Y,UKZT,0.08819208023369252
2026-08-12,CL,3Y,UKZT,0.08819208023369252
2026-08-12,CL,4Y,UKZT,0.08819208023369252
2026-08-12,CL,5Y,UKZT,0.08819208023369252
2026-08-12,CL,6Y,UKZT,0.08819208023369252
2026-08-12,CL,7Y,UKZT,0.08819208023369252
2026-08-12,CL,8Y,UKZT,0.08819208023369252
2026-08-12,CL,9Y,UKZT,0.08819208023369252
2026-08-12,CL,10Y,UKZT,0.08819208023369252
2026-08-12,CL,1D,UPRO,-0.038810055152668985
2026-08-12,CL,1W,UPRO,-0.038810055152668985
2026-08-12,CL,2W,UPRO,-0.038810055152668985
2026-08-12,CL,1M,UPRO,-0.038810055152668985
2026-08-12,CL,2M,UPRO,-0.01093453790177265
2026-08-12,CL,3M,UPRO,0.023909858661847763
2026-08-12,CL,6M,UPRO,0.06688461442364628
2026-08-12,CL,9M,UPRO,0.06688461442364628
2026-08-12,CL,1Y,UPRO,0.06688461442364628
2026-08-12,CL,2Y,UPRO,0.06688461442364628
2026-08-12,CL,3Y,UPRO,0.06688461442364628
2026-08-12,CL,4Y,UPRO,0.06688461442364628
2026-08-12,CL,5Y,UPRO,0.06688461442364628
2026-08-12,CL,6Y,UPRO,0.06688461442364628
2026-08-12,CL,7Y,UPRO,0.06688461442364628
2026-08-12,CL,8Y,UPRO,0.06688461442364628
2026-08-12,CL,9Y,UPRO,0.06688461442364628
2026-08-12,CL,10Y,UPRO,0.06688461442364628
2026-08-12,CL,1D,USDM,0.06675599424550106
2026-08-12,CL,1W,USDM,0.06675599424550106
2026-08-12,CL,2W,USDM,0.06675599424550106
2026-08-12,CL,1M,USDM,0.06675599424550106
2026-08-12,CL,2M,USDM,0.06675599424550106
2026-08-12,CL,3M,USDM,0.06675599424550106
2026-08-12,CL,6M,USDM,0.06675599424550106
2026-08-12,CL,9M,USDM,0.06675599424550106
2026-08-12,CL,1Y,USDM,0.06675599424550106
2026-08-12,CL,2Y,USDM,0.06675599424550106
2026-08-12,CL,3Y,USDM,0.06675599424550106
2026-08-12,CL,4Y,USDM,0.06675599424550106
2026-08-12,CL,5Y,USDM,0.06675599424550106
2026-08-12,CL,6Y,USDM,0.06675599424550106
2026-08-12,CL,7Y,USDM,0.06675599424550106
2026-08-12,CL,8Y,USDM,0.06675599424550106
2026-08-12,CL,9Y,USDM,0.06675599424550106
2026-08-12,CL,10Y,USDM,0.06675599424550106
2026-08-12,CL,1D,USDRUBTOM,0.06540928829909652
2026-08-12,CL,1W,USDRUBTOM,0.06540928829909652
2026-08-12,CL,2W,USDRUBTOM,0.06540928829909652
2026-08-12,CL,1M,USDRUBTOM,0.06540928829909652
2026-08-12,CL,2M,USDRUBTOM,0.06540928829909652
2026-08-12,CL,3M,USDRUBTOM,0.06540928829909652
2026-08-12,CL,6M,USDRUBTOM,0.07973316161600479
2026-08-12,CL,9M,USDRUBTOM,0.08321264824089049
2026-08-12,CL,1Y,USDRUBTOM,0.09201950022909162
2026-08-12,CL,2Y,USDRUBTOM,0.09439550006116343
2026-08-12,CL,3Y,USDRUBTOM,0.09439550006116343
2026-08-12,CL,4Y,USDRUBTOM,0.09439550006116343
2026-08-12,CL,5Y,USDRUBTOM,0.09439550006116343
2026-08-12,CL,6Y,USDRUBTOM,0.09439550006116343
2026-08-12,CL,7Y,USDRUBTOM,0.09439550006116343
2026-08-12,CL,8Y,USDRUBTOM,0.09439550006116343
2026-08-12,CL,9Y,USDRUBTOM,0.09439550006116343
2026-08-12,CL,10Y,USDRUBTOM,0.09439550006116343
2026-08-12,CL,1D,UTRY,0.09652813431364038
2026-08-12,CL,1W,UTRY,0.09652813431364038
2026-08-12,CL,2W,UTRY,0.09652813431364038
2026-08-12,CL,1M,UTRY,0.09652813431364038
2026-08-12,CL,2M,UTRY,0.09652813431364038
2026-08-12,CL,3M,UTRY,0.09652813431364038
2026-08-12,CL,6M,UTRY,0.09652813431364038
2026-08-12,CL,9M,UTRY,0.09652813431364038
2026-08-12,CL,1Y,UTRY,0.09652813431364038
2026-08-12,CL,2Y,UTRY,0.09652813431364038
2026-08-12,CL,3Y,UTRY,0.09652813431364038
2026-08-12,CL,4Y,UTRY,0.09652813431364038
2026-08-12,CL,5Y,UTRY,0.09652813431364038
2026-08-12,CL,6Y,UTRY,0.09652813431364038
2026-08-12,CL,7Y,UTRY,0.09652813431364038
2026-08-12,CL,8Y,UTRY,0.09652813431364038
2026-08-12,CL,9Y,UTRY,0.09652813431364038
2026-08-12,CL,10Y,UTRY,0.09652813431364038
2026-08-12,CL,1D,VKCO,0.45988538852010064
2026-08-12,CL,1W,VKCO,0.45988538852010064
2026-08-12,CL,2W,VKCO,0.45988538852010064
2026-08-12,CL,1M,VKCO,0.45988538852010064
2026-08-12,CL,2M,VKCO,0.3947694563454305
2026-08-12,CL,3M,VKCO,0.31337454112709273
2026-08-12,CL,6M,VKCO,0.21298747902447615
2026-08-12,CL,9M,VKCO,0.21298747902447615
2026-08-12,CL,1Y,VKCO,0.21298747902447615
2026-08-12,CL,2Y,VKCO,0.21298747902447615
2026-08-12,CL,3Y,VKCO,0.21298747902447615
2026-08-12,CL,4Y,VKCO,0.21298747902447615
2026-08-12,CL,5Y,VKCO,0.21298747902447615
2026-08-12,CL,6Y,VKCO,0.21298747902447615
2026-08-12,CL,7Y,VKCO,0.21298747902447615
2026-08-12,CL,8Y,VKCO,0.21298747902447615
2026-08-12,CL,9Y,VKCO,0.21298747902447615
2026-08-12,CL,10Y,VKCO,0.21298747902447615
2026-08-12,CL,1D,VTBR,0.09058861332755327
2026-08-12,CL,1W,VTBR,0.09058861332755327
2026-08-12,CL,2W,VTBR,0.09058861332755327
2026-08-12,CL,1M,VTBR,0.09058861332755327
2026-08-12,CL,2M,VTBR,0.09946875275742259
2026-08-12,CL,3M,VTBR,0.11056892704475925
2026-08-12,CL,6M,VTBR,0.12425914199914112
2026-08-12,CL,9M,VTBR,0.12425914199914112
2026-08-12,CL,1Y,VTBR,0.12425914199914112
2026-08-12,CL,2Y,VTBR,0.12425914199914112
2026-08-12,CL,3Y,VTBR,0.12425914199914112
2026-08-12,CL,4Y,VTBR,0.12425914199914112
2026-08-12,CL,5Y,VTBR,0.12425914199914112
2026-08-12,CL,6Y,VTBR,0.12425914199914112
2026-08-12,CL,7Y,VTBR,0.12425914199914112
2026-08-12,CL,8Y,VTBR,0.12425914199914112
2026-08-12,CL,9Y,VTBR,0.12425914199914112
2026-08-12,CL,10Y,VTBR,0.12425914199914112
2026-08-12,CL,1D,WHEAT,1.3125493563736743
2026-08-12,CL,1W,WHEAT,1.3125493563736743
2026-08-12,CL,2W,WHEAT,1.3125493563736743
2026-08-12,CL,1M,WHEAT,1.3125493563736743
2026-08-12,CL,2M,WHEAT,0.955893312131871
2026-08-12,CL,3M,WHEAT,0.895310284063269
2026-08-12,CL,6M,WHEAT,0.5683964056315509
2026-08-12,CL,9M,WHEAT,0.409377494320245
2026-08-12,CL,1Y,WHEAT,0.3807079053933776
2026-08-12,CL,2Y,WHEAT,0.3807079053933776
2026-08-12,CL,3Y,WHEAT,0.3807079053933776
2026-08-12,CL,4Y,WHEAT,0.3807079053933776
2026-08-12,CL,5Y,WHEAT,0.3807079053933776
2026-08-12,CL,6Y,WHEAT,0.3807079053933776
2026-08-12,CL,7Y,WHEAT,0.3807079053933776
2026-08-12,CL,8Y,WHEAT,0.3807079053933776
2026-08-12,CL,9Y,WHEAT,0.3807079053933776
2026-08-12,CL,10Y,WHEAT,0.3807079053933776
2026-08-12,CL,1D,WTI,-0.22814483095037022
2026-08-12,CL,1W,WTI,-0.22814483095037022
2026-08-12,CL,2W,WTI,-0.22814483095037022
2026-08-12,CL,1M,WTI,-0.22814483095037022
2026-08-12,CL,2M,WTI,-0.22705227598869007
2026-08-12,CL,3M,WTI,-0.21754188280601025
2026-08-12,CL,6M,WTI,-0.16378834003867312
2026-08-12,CL,9M,WTI,-0.16204791708106203
2026-08-12,CL,1Y,WTI,-0.16204791708106203
2026-08-12,CL,2Y,WTI,-0.16204791708106203
2026-08-12,CL,3Y,WTI,-0.16204791708106203
2026-08-12,CL,4Y,WTI,-0.16204791708106203
2026-08-12,CL,5Y,WTI,-0.16204791708106203
2026-08-12,CL,6Y,WTI,-0.16204791708106203
2026-08-12,CL,7Y,WTI,-0.16204791708106203
2026-08-12,CL,8Y,WTI,-0.16204791708106203
2026-08-12,CL,9Y,WTI,-0.16204791708106203
2026-08-12,CL,10Y,WTI,-0.16204791708106203
2026-08-12,CL,1D,WUSH,0.02348011302454083
2026-08-12,CL,1W,WUSH,0.02348011302454083
2026-08-12,CL,2W,WUSH,0.02348011302454083
2026-08-12,CL,1M,WUSH,0.02348011302454083
2026-08-12,CL,2M,WUSH,0.0324115651810432
2026-08-12,CL,3M,WUSH,0.043575880376671164
2026-08-12,CL,6M,WUSH,0.05734520245127898
2026-08-12,CL,9M,WUSH,0.05734520245127898
2026-08-12,CL,1Y,WUSH,0.05734520245127898
2026-08-12,CL,2Y,WUSH,0.05734520245127898
2026-08-12,CL,3Y,WUSH,0.05734520245127898
2026-08-12,CL,4Y,WUSH,0.05734520245127898
2026-08-12,CL,5Y,WUSH,0.05734520245127898
2026-08-12,CL,6Y,WUSH,0.05734520245127898
2026-08-12,CL,7Y,WUSH,0.05734520245127898
2026-08-12,CL,8Y,WUSH,0.05734520245127898
2026-08-12,CL,9Y,WUSH,0.05734520245127898
2026-08-12,CL,10Y,WUSH,0.05734520245127898
2026-08-12,CL,1D,X5,0.14957536231635976
2026-08-12,CL,1W,X5,0.14957536231635976
2026-08-12,CL,2W,X5,0.14957536231635976
2026-08-12,CL,1M,X5,0.14957536231635976
2026-08-12,CL,2M,X5,0.147287780348258
2026-08-12,CL,3M,X5,0.1444283028881308
2026-08-12,CL,6M,X5,0.1409016140206406
2026-08-12,CL,9M,X5,0.1409016140206406
2026-08-12,CL,1Y,X5,0.1409016140206406
2026-08-12,CL,2Y,X5,0.1409016140206406
2026-08-12,CL,3Y,X5,0.1409016140206406
2026-08-12,CL,4Y,X5,0.1409016140206406
2026-08-12,CL,5Y,X5,0.1409016140206406
2026-08-12,CL,6Y,X5,0.1409016140206406
2026-08-12,CL,7Y,X5,0.1409016140206406
2026-08-12,CL,8Y,X5,0.1409016140206406
2026-08-12,CL,9Y,X5,0.1409016140206406
2026-08-12,CL,10Y,X5,0.1409016140206406
2026-08-12,CL,1D,XIA,0.1034474239062011
2026-08-12,CL,1W,XIA,0.1034474239062011
2026-08-12,CL,2W,XIA,0.1034474239062011
2026-08-12,CL,1M,XIA,0.1034474239062011
2026-08-12,CL,2M,XIA,0.1034474239062011
2026-08-12,CL,3M,XIA,0.1034474239062011
2026-08-12,CL,6M,XIA,0.1034474239062011
2026-08-12,CL,9M,XIA,0.1034474239062011
2026-08-12,CL,1Y,XIA,0.1034474239062011
2026-08-12,CL,2Y,XIA,0.1034474239062011
2026-08-12,CL,3Y,XIA,0.1034474239062011
2026-08-12,CL,4Y,XIA,0.1034474239062011
2026-08-12,CL,5Y,XIA,0.1034474239062011
2026-08-12,CL,6Y,XIA,0.1034474239062011
2026-08-12,CL,7Y,XIA,0.1034474239062011
2026-08-12,CL,8Y,XIA,0.1034474239062011
2026-08-12,CL,9Y,XIA,0.1034474239062011
2026-08-12,CL,10Y,XIA,0.1034474239062011
2026-08-12,CL,1D,XRP,0.1076448254367249
2026-08-12,CL,1W,XRP,0.1076448254367249
2026-08-12,CL,2W,XRP,0.1076448254367249
2026-08-12,CL,1M,XRP,0.10537861876272706
2026-08-12,CL,2M,XRP,0.07138551865275927
2026-08-12,CL,3M,XRP,0.06798620864176248
2026-08-12,CL,6M,XRP,0.06798620864176248
2026-08-12,CL,9M,XRP,0.06798620864176248
2026-08-12,CL,1Y,XRP,0.06798620864176248
2026-08-12,CL,2Y,XRP,0.06798620864176248
2026-08-12,CL,3Y,XRP,0.06798620864176248
2026-08-12,CL,4Y,XRP,0.06798620864176248
2026-08-12,CL,5Y,XRP,0.06798620864176248
2026-08-12,CL,6Y,XRP,0.06798620864176248
2026-08-12,CL,7Y,XRP,0.06798620864176248
2026-08-12,CL,8Y,XRP,0.06798620864176248
2026-08-12,CL,9Y,XRP,0.06798620864176248
2026-08-12,CL,10Y,XRP,0.06798620864176248
2026-08-12,CL,1D,YDEX,0.12468326807772999
2026-08-12,CL,1W,YDEX,0.12468326807772999
2026-08-12,CL,2W,YDEX,0.12468326807772999
2026-08-12,CL,1M,YDEX,0.12468326807772999
2026-08-12,CL,2M,YDEX,0.1264111969107709
2026-08-12,CL,3M,YDEX,0.12857110795207208
2026-08-12,CL,6M,YDEX,0.1312349982363435
2026-08-12,CL,9M,YDEX,0.1312349982363435
2026-08-12,CL,1Y,YDEX,0.1312349982363435
2026-08-12,CL,2Y,YDEX,0.1312349982363435
2026-08-12,CL,3Y,YDEX,0.1312349982363435
2026-08-12,CL,4Y,YDEX,0.1312349982363435
2026-08-12,CL,5Y,YDEX,0.1312349982363435
2026-08-12,CL,6Y,YDEX,0.1312349982363435
2026-08-12,CL,7Y,YDEX,0.1312349982363435
2026-08-12,CL,8Y,YDEX,0.1312349982363435
2026-08-12,CL,9Y,YDEX,0.1312349982363435
2026-08-12,CL,10Y,YDEX,0.1312349982363435
2026-08-12,CL,1D,ZINC,-0.03125943457360458
2026-08-12,CL,1W,ZINC,-0.03125943457360458
2026-08-12,CL,2W,ZINC,-0.03125943457360458
2026-08-12,CL,1M,ZINC,-0.03125943457360458
2026-08-12,CL,2M,ZINC,-0.03125943457360458
2026-08-12,CL,3M,ZINC,-0.03125943457360458
2026-08-12,CL,6M,ZINC,-0.03125943457360458
2026-08-12,CL,9M,ZINC,-0.03125943457360458
2026-08-12,CL,1Y,ZINC,-0.03125943457360458
2026-08-12,CL,2Y,ZINC,-0.03125943457360458
2026-08-12,CL,3Y,ZINC,-0.03125943457360458
2026-08-12,CL,4Y,ZINC,-0.03125943457360458
2026-08-12,CL,5Y,ZINC,-0.03125943457360458
2026-08-12,CL,6Y,ZINC,-0.03125943457360458
2026-08-12,CL,7Y,ZINC,-0.03125943457360458
2026-08-12,CL,8Y,ZINC,-0.03125943457360458
2026-08-12,CL,9Y,ZINC,-0.03125943457360458
2026-08-12,CL,10Y,ZINC,-0.03125943457360458
